program|semester|course|topic|prerequisites|why
BS-AI|4|Expository Writing|Peer Review and Revision Strategies|Editing and Proofreading, Writing Process (Planning, Drafting, Revising, Editing)|Improving quality through systematic critique and strategic revision based on feedback.
BS-AI|4|Expository Writing|Writing Abstracts and Literature Reviews|Organization of Essays and Reports (Outlining, Thesis Statements), Academic Vocabulary for AI/CS|Focuses on two key components of research papers and final year projects that summarize prior work and the current study.
BS-AI|4|Expository Writing|Paraphrasing vs. Summarizing|Reading Comprehension & Skimming/Scanning, Vocabulary Building & Synonyms|Differentiating between restating a source in one's own words and reducing a text to its main ideas.
BS-AI|4|Expository Writing|Rhetorical Analysis (Conceptual)|Descriptive, Narrative, and Analytical Writing, Critical Thinking|Analyzing the techniques used in a text to persuade or inform an audience.
BS-AI|4|Expository Writing|Formal Report Structure (Front Matter, Body, Back Matter)|Organization of Essays and Reports (Outlining, Thesis Statements), Technical Writing Conventions|Understanding the complete required structure of a technical research report.
BS-AI|4|Expository Writing|Writing Process (Planning, Drafting, Revising, Editing)|Paragraph Writing & Coherence, Writing Effective Thesis Statements|Teaches the systematic steps for developing clear and well-structured academic prose.
BS-AI|4|Expository Writing|Grammar and punctuation mastery|Parts of Speech & Grammar Basics|High-level command of sentence construction rules.
BS-AI|4|Expository Writing|Critical Thinking|Logical Reasoning|Analyzing information objectively to form judgments.
BS-AI|4|Expository Writing|Clear Thinking|Logical Reasoning|The ability to reason clearly and without bias.
BS-AI|4|Islamic Studies|Basic Beliefs and Pillars of Islam|School-level Islam knowledge, Quranic terminology|Foundation for all subsequent study, establishing the core tenets of faith and practice.
BS-AI|4|Islamic Studies|Life of Prophet Muhammad (PBUH) (Seerah)|Historical background of Arabia, Basic Beliefs and Pillars of Islam|Studying the practical model of conduct, leadership, and ethical behavior in Islamic society.
BS-AI|4|Islamic Studies|Sources of Islamic Law (Quran, Hadith, Ijma, Qiyas)|Logical and ethical reasoning, Basic Beliefs and Pillars of Islam|Understanding the hierarchy and methodology for deriving Islamic legal and moral rulings.
BS-AI|4|Islamic Studies|Islamic Social and Economic System|Basics of economics and finance, Sources of Islamic Law|Principles governing wealth distribution, social justice, and financial transactions within the Islamic framework.
BS-AI|4|Islamic Studies|Political System of Islam (Shura, Caliphate)|Sources of Islamic Law, Leadership & Motivation (Theories, Styles)|Exploring the principles of governance, consultation, and leadership based on Islamic teachings.
BS-AI|4|Islamic Studies|Ethical Teachings and Contemporary Issues|Moral reasoning and comparative analysis, Sources of Islamic Law|Applying Islamic ethical frameworks to complex modern challenges like technology, bioethics, and social media.
BS-AI|4|Islamic Studies|Concept of Ijtihad and Taqlid|Sources of Islamic Law, Logical and Ethical Reasoning|The principles of independent scholarly reasoning versus following established scholarly opinion.
BS-AI|4|Islamic Studies|Rights of Minorities and Non-Muslims in Islam|Islamic Social and Economic System, Political System of Islam|Addresses the inclusive nature of the Islamic state and the rights afforded to non-Muslim citizens.
BS-AI|4|Islamic Studies|Fiqh and Usul-al-Fiqh (Jurisprudence)|Sources of Islamic Law, Logical Reasoning|Detailed methodology for deriving practical legal rulings from primary sources.
BS-AI|4|Islamic Studies|Concept of Jihad|Basic Beliefs and Pillars of Islam, Sources of Islamic Law|Clarity on the various dimensions and ethical limits of struggle and warfare in Islam.
BS-AI|4|Islamic Studies|Islamic View on Science and Knowledge|Sources of Islamic Law, Ethical Teachings and Contemporary Issues|Establishing the high value Islam places on scientific inquiry and education.
BS-AI|4|Islamic Studies|Family Law (Basic Principles)|Islamic Social and Economic System, Ethical Teachings and Contemporary Issues|Principles governing marriage, divorce, and inheritance.
BS-AI|4|Islamic Studies|Islamic Financial Principles (Riba, Gharar)|Islamic Social and Economic System, Basics of economics and finance|The prohibition of interest (Riba) and uncertain transactions (Gharar) in Islamic finance.
BS-AI|4|Islamic Studies|School-level Islam knowledge|None|Basic familiarity with Islamic faith and history.
BS-AI|4|Islamic Studies|Quranic terminology|Basic Beliefs and Pillars of Islam|Understanding key Arabic terms used in religious texts.
BS-AI|4|Islamic Studies|Basics of economics and finance|None|Fundamental concepts of wealth management and markets.
BS-AI|4|Islamic Studies|Ethical Teachings|None|Moral principles and values.
BS-AI|4|Programming for AI|Python for AI (Data Structures, Syntax Review)|Programming Fundamental, Object Oriented Programming|Ensures proficiency in the core language used for all major AI development and research.
BS-AI|4|Programming for AI|Data Structures in Python (Lists, Tuples, Dictionaries, Sets)|Data Structures, Python for AI (Data Structures, Syntax Review)|Practical implementation and efficient use of Python's built-in collections for storing and processing ML data.
BS-AI|4|Programming for AI|Libraries for AI (NumPy, Pandas, Matplotlib)|Data Preprocessing and Cleaning (Handling Missing Values), Python for AI (Data Structures, Syntax Review)|Mastering the essential tools for numerical computation, data manipulation, and visualization in the ML workflow.
BS-AI|4|Programming for AI|Data Preprocessing and Cleaning (Handling Missing Values)|Data Structures in Python (Lists, Tuples, Dictionaries, Sets), Statistics (Conceptual)|Practical skills for preparing real-world, imperfect datasets for effective model training.
BS-AI|4|Programming for AI|Supervised Learning Implementation (Scikit-learn)|Introduction to Machine Learning (Supervised vs Unsupervised), Python for AI (Data Structures, Syntax Review)|Hands-on practice implementing and applying standard supervised learning algorithms using popular libraries.
BS-AI|4|Programming for AI|Unsupervised Learning Implementation (Scikit-learn)|Unsupervised Learning (K-Means, PCA), Python for AI (Data Structures, Syntax Review)|Practical application of unsupervised techniques for data exploration and pattern discovery.
BS-AI|4|Programming for AI|AI Project Development Workflow|Software Engineering, Programming for AI (Python for AI)|Guidance on structuring a full AI project, from data ingestion to final model deployment.
BS-AI|4|Programming for AI|Visualization with Matplotlib/Seaborn (Advanced)|Libraries for AI (NumPy, Pandas, Matplotlib), Statistics (Conceptual)|Techniques for advanced visual communication of data relationships, model performance, and results.
BS-AI|4|Programming for AI|Model Saving and Loading (Pickle/HDF5)|AI Project Development Workflow, File Handling|The practical method for persisting trained models and making them reusable without needing to retrain.
BS-AI|4|Programming for AI|Working with Categorical Data (Encoding Techniques)|Data Preprocessing and Cleaning (Handling Missing Values), Data Types & Variables|Techniques like One-Hot Encoding and Label Encoding required to convert text categories into numerical format for ML models.
BS-AI|4|Programming for AI|Vectorization Techniques (NumPy Efficiency)|Libraries for AI (NumPy, Pandas, Matplotlib), Linear Algebra|Writing optimized Python code that processes entire arrays/matrices at once, dramatically increasing execution speed.
BS-AI|4|Programming for AI|Creating Training and Test Splits (Cross-Validation)|Supervised Learning Implementation (Scikit-learn), Evaluation Metrics (Accuracy, Precision, Recall, F1-score)|Essential practice for validating model performance accurately and ensuring generalization to unseen data.
BS-AI|4|Programming for AI|Basic Introduction to TensorFlow/PyTorch|Neural Networks (Introduction to Deep Learning), Python for AI (Data Structures, Syntax Review)|Initial setup and core data structures (Tensors) used in major Deep Learning frameworks.
BS-AI|4|Programming for AI|Web Scraping for Data Acquisition (Conceptual)|Computer Networks, Python for AI (Data Structures, Syntax Review)|Techniques for automatically collecting data from websites for use in ML projects.
BS-AI|5|Knowledge Representation & Reasoning|Introduction to Knowledge Representation (Declarative vs Procedural)|Artificial Intelligence, Logic & Propositional Calculus (Syntax, Semantics)|Establishes the need for formal methods to encode information for machine understanding and inference.
BS-AI|5|Knowledge Representation & Reasoning|Propositional & Predicate Logic (Syntax, Semantics)|Set Theory, Logic & Propositional Calculus (Syntax, Semantics)|Forms the mathematical and logical base of reasoning systems, allowing for formal proof and deduction.
BS-AI|5|Knowledge Representation & Reasoning|Semantic Networks & Ontologies|Graph Theory & Trees, Object Oriented Programming|Graphical and formal methods for representing concepts and relationships, used in knowledge graphs and semantic AI.
BS-AI|5|Knowledge Representation & Reasoning|Frames & Scripts|Object Oriented Programming, Introduction to Knowledge Representation (Declarative vs Procedural)|Structured methods for representing stereotypical situations and objects, used in natural language understanding and expert systems.
